id,year,sys,fis,per,ad,co,ba,no,pv,in,ve,cc,cp,cm,value,cluster
18455,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18456,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18457,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18458,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18459,2020,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18460,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18461,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18462,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18463,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18464,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18465,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18466,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18467,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18468,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18469,2022,1,1,1,0,0,6130,0,0,0,0,0,0,0,6130,2
18470,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18471,2020,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18472,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18473,2020,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18474,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18475,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18476,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18477,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18478,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18479,2020,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18480,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18481,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18482,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18483,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18484,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18485,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18486,2020,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18487,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18488,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18489,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18490,2020,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18491,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18492,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18493,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18494,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18495,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18496,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18497,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18498,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18499,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18500,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18501,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18502,2020,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18503,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18504,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18505,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18506,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18507,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18508,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18509,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18510,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18511,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18512,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18513,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18514,2020,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18515,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18516,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18517,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18518,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18519,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18520,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18521,2020,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18522,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18523,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18524,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18525,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18526,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18527,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18528,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18529,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18530,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18531,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18532,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18533,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18534,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18535,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18536,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18537,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18538,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18539,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18540,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18541,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18542,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18543,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18544,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18545,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18546,2020,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18547,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18548,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18549,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18550,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18551,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18552,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18553,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18554,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18555,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18556,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18557,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18558,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18559,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18560,2020,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18561,2020,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18562,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18563,2020,1,1,1,0,0,6130,0,0,0,0,0,0,0,6130,2
18564,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18565,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18566,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18567,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18568,2020,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18569,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18570,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18571,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18572,2020,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18573,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18574,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18575,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18576,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18577,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18578,2020,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18579,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18580,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18581,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18582,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18583,2020,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18584,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18585,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18586,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18587,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18588,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18589,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18590,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18591,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18592,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18593,2020,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18594,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18595,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18596,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18597,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18598,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18599,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18600,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18601,2020,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18602,2020,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18603,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18604,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18605,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18606,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18607,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18608,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18609,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18610,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18611,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18612,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18613,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18614,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18615,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18616,2020,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18617,2020,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18618,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18619,2021,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18620,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18621,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18622,2020,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18623,2020,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18624,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18625,2022,1,1,1,0,6130,0,0,0,0,0,0,0,0,6130,2
18626,2022,1,1,3,0,0,0,0,0,5970,0,0,0,0,5970,1
18627,2022,1,1,3,0,0,0,0,0,5970,0,0,0,0,5970,1
18628,2020,1,1,3,0,0,0,0,0,5970,0,0,0,0,5970,1
18629,2021,1,1,3,0,0,0,0,0,0,0,5970,0,0,5970,3
18630,2022,1,1,3,0,0,0,0,0,0,0,5970,0,0,5970,3
18631,2021,1,1,3,0,0,0,0,0,5970,0,0,0,0,5970,1
18632,2022,1,1,3,0,0,0,0,0,5970,0,0,0,0,5970,1
18633,2021,1,1,3,0,0,0,0,0,5970,0,0,0,0,5970,1
18634,2022,1,1,3,0,0,0,0,0,5970,0,0,0,0,5970,1
18635,2022,1,1,3,0,0,0,0,0,0,0,5970,0,0,5970,3
18636,2021,1,1,3,0,0,0,0,0,5970,0,0,0,0,5970,1
18637,2021,1,1,3,0,0,0,0,0,5970,0,0,0,0,5970,1
18638,2022,1,1,3,0,0,0,0,0,5970,0,0,0,0,5970,1
18639,2022,1,1,3,0,0,0,0,0,5970,0,0,0,0,5970,1
18640,2020,1,1,3,0,0,0,0,0,0,0,0,5970,0,5970,2
18641,2022,1,1,3,0,0,0,0,0,5970,0,0,0,0,5970,1
18642,2022,2,2,2,0,0,0,0,0,5700,0,0,0,0,5700,1
18643,2022,2,1,2,0,0,0,0,0,2850,0,0,2850,0,5700,1
18644,2022,2,2,2,0,0,0,0,0,5700,0,0,0,0,5700,1
18645,2020,2,2,2,0,0,0,0,0,5700,0,0,0,0,5700,1
18646,2020,2,2,2,0,0,0,0,0,5700,0,0,0,0,5700,1
18647,2022,2,1,2,0,0,0,0,0,0,0,2850,2850,0,5700,3
18648,2022,2,1,2,0,0,0,0,0,2850,0,2850,0,0,5700,1
18649,2022,2,1,2,0,0,0,0,0,0,0,2850,2850,0,5700,3
18650,2022,2,1,2,0,0,0,0,0,2850,0,2850,0,0,5700,1
18651,2022,2,1,2,0,0,0,0,0,2850,0,2850,0,0,5700,1
18652,2020,2,1,2,0,0,0,0,0,0,0,2850,2850,0,5700,3
18653,2020,2,1,2,0,0,0,0,0,2850,0,2850,0,0,5700,1
18654,2020,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
18655,2020,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
18656,2020,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
18657,2021,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
18658,2020,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
18659,2022,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
18660,2022,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
18661,2021,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
18662,2020,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
18663,2020,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
18664,2020,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
18665,2021,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
18666,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18667,2021,1,1,2,0,0,0,0,0,0,0,0,4520,0,4520,2
18668,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18669,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18670,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18671,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18672,2020,1,1,2,0,0,0,0,0,0,0,0,4520,0,4520,2
18673,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18674,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18675,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18676,2020,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18677,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18678,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18679,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18680,2021,1,1,2,0,0,0,0,0,0,0,4520,0,0,4520,3
18681,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18682,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18683,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18684,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18685,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18686,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18687,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18688,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18689,2021,1,1,2,0,0,0,0,0,0,0,0,4520,0,4520,2
18690,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18691,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18692,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18693,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18694,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18695,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18696,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18697,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18698,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18699,2022,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18700,2020,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18701,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18702,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18703,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18704,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18705,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18706,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18707,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18708,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18709,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18710,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18711,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18712,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18713,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18714,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18715,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18716,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18717,2022,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18718,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18719,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18720,2021,1,1,2,0,0,0,0,0,0,0,0,4520,0,4520,2
18721,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18722,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18723,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18724,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18725,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18726,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18727,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18728,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18729,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18730,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18731,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18732,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18733,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18734,2022,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18735,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18736,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18737,2022,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18738,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18739,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18740,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18741,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18742,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18743,2020,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18744,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18745,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18746,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18747,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18748,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18749,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18750,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18751,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18752,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18753,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18754,2022,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18755,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18756,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18757,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18758,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18759,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18760,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18761,2020,1,1,2,0,0,0,0,0,0,0,0,4520,0,4520,2
18762,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18763,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18764,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18765,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18766,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18767,2021,1,1,2,0,0,0,0,0,0,0,0,4520,0,4520,2
18768,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18769,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18770,2020,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18771,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18772,2020,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18773,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18774,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18775,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18776,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18777,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18778,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18779,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18780,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18781,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18782,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18783,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18784,2022,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18785,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18786,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18787,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18788,2022,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18789,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18790,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18791,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18792,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18793,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18794,2022,1,1,2,0,0,0,0,0,0,0,0,4520,0,4520,2
18795,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18796,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18797,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18798,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18799,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18800,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18801,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18802,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18803,2020,1,1,2,0,0,0,0,0,0,0,0,4520,0,4520,2
18804,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18805,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18806,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18807,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18808,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18809,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18810,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18811,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18812,2022,1,1,2,0,0,0,0,0,4520,0,0,0,0,4520,1
18813,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18814,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18815,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18816,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18817,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18818,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18819,2022,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18820,2020,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
18821,2021,1,1,1,0,0,0,0,4520,0,0,0,0,0,4520,1
